code,airport_name
SRG,Achmad Yani International Airport
SRH,Sarh Airport
SRI,Temindung Airport
SRJ,Capitán Germán Quiroga Guardia Airport
SRL,Palo Verde Airport
SRM,Sandringham Station Airport
SRN,Strahan Airport
SRO,Santana Ramos Airport
SRP,"Stord Airport, Sørstokken"
SRQ,Sarasota–Bradenton International Airport
SRR,Dunwich Airport
SRS,San Marcos Airport
SRT,Soroti Airport
SRV,Stony River Airport
SRW,Rowan County Airport
SRX,Gardabya Airport
SRY,Dasht-e Naz Airport
SRZ,El Trompillo Airport
SSA,Deputado Luís Eduardo Magalhães International Airport
SSB,Christiansted Harbor Seaplane Base
SSC,Shaw Air Force Base
SSD,San Felipe Airport
SSE,Solapur Airport
SSF,Stinson Municipal Airport
SSG,Malabo International Airport
SSH,Sharm el-Sheikh International Airport
SSI,Malcolm McKinnon Airport
SSJ,"Sandnessjøen Airport, Stokka"
SSK,Sturt Creek Airport
SSL,Santa Rosalía Airport
SSN,Seoul Air Base
SSO,São Lourenço Airport
SSP,Silver Plains Airport
SSQ,La Sarre Airport
SSR,Sara Airport
SSS,Siassi Airport
SST,Santa Teresita Airport
SSV,Siasi Airport
SSW,Stuart Island Airpark
SSY,Mbanza Congo Airport
SSZ,Santos Air Force Base
STA,Stauning Vestjylland Airport
STB,Miguel Urdaneta Fernández Airport
STC,St. Cloud Regional Airport
STD,Mayor Buenaventura Vivas Airport
STE,Stevens Point Municipal Airport
STF,Stephens Island Airport
STG,St. George Airport
STH,Strathmore Airport
STI,Cibao International Airport
STJ,Rosecrans Memorial Airport
STK,Sterling Municipal Airport
STL,Lambert–St. Louis International Airport
STM,Santarém-Maestro Wilson Fonseca Airport
STN,London Stansted Airport
STO[1],6
STP,St. Paul Downtown Airport
STQ,St. Marys Municipal Airport
STR,Stuttgart Airport
STS,Charles M. Schulz–Sonoma County Airport
STT,Cyril E. King Airport
STV,Surat Airport
STW,Stavropol Shpakovskoye Airport
STX,Henry E. Rohlsen Airport
STY,Nueva Hespérides International Airport
STZ,Santa Terezinha Airport
SUA,Witham Field
SUB,Juanda International Airport
SUD,Stroud Municipal Airport
SUE,Door County Cherryland Airport
SUF,Lamezia Terme International Airport
SUG,Surigao Airport
SUH,Sur Airport
SUI,Sukhumi Babushara Airport
SUJ,Satu Mare International Airport
SUK,Sakkyryr Airport
SUL,Sui Airport
SUM,Sumter Airport
SUN,Friedman Memorial Airport
SUO,Sunriver Airport
SUP,Trunojoyo Airport
SUQ,Sucúa Airport
SUR,Summer Beaver Airport
SUS,Spirit of St. Louis Airport
SUT,Sumbawanga Airport
SUU,Travis Air Force Base
SUV,Nausori International Airport
SUW,Richard I. Bong Airport
SUX,Sioux Gateway Airport
SUY,Suntar Airport
SUZ,Suria Airport
SVA,Savoonga Airport
SVB,Sambava Airport
SVC,Grant County Airport
SVD,Argyle International Airport
SVE,Susanville Municipal Airport
SVF,Savé Airport
SVG,"Stavanger Airport, Sola"
SVH,Statesville Regional Airport
SVI,Eduardo Falla Solano Airport
SVJ,"Svolvær Airport, Helle"
SVK,Silver Creek Airport
SVL,Savonlinna Airport
SVM,St Pauls Airport
SVN,Hunter Army Airfield
SVO,Sheremetyevo International Airport
SVP,Kuito Airport
SVQ,Seville Airport
SVS,Stevens Village Airport
SVT,Savuti Airport
SVU,Savusavu Airport
SVW,Sparrevohn LRRS Airport
SVX,Koltsovo International Airport
SVY,Savo Airport
SVZ,Juan Vicente Gómez International Airport
SWA,Jieyang Chaoshan International Airport
SWB,Shaw River Airport
SWC,Stawell Airport
SWD,Seward Airport
SWE,Siwea Airport
SWF,Stewart International Airport
SWG,Satwag Airport
SWH,Swan Hill Airport
SWJ,South West Bay Airport
SWL,San Vicente Airport
SWM,Suia-Missu Airport
SWN,Sahiwal Airport
SWO,Stillwater Regional Airport
SWP,Swakopmund Airport
SWQ,Sultan Muhammad Kaharuddin III Airport
SWR,Silur Airport
SWS,Swansea Airport
SWT,Strezhevoy Airport
SWU,Suwon Air Base
SWV,Severo-Evensk Airport
SWW,Avenger Field
SWX,Shakawe Airport
SWY,Sitiawan Airport
SXA,Sialum Airport
SXB,Strasbourg Airport
SXE,West Sale Airport
SXF,Berlin Schönefeld Airport
SXG,Senanga Airport
SXH,Sehulea Airport
SXI,Sirri Island Airport
SXJ,Shanshan Airport
SXK,Saumlaki Airport
SXL,Sligo Airport
SXM,Princess Juliana International Airport
SXN,Sua Pan Airport
SXO,São Félix do Araguaia Airport
SXP,Sheldon Point Airport
SXQ,Soldotna Airport
SXR,Sheikh ul Alam International Airport
SXS,Sahabat Airport
SXT,Sungai Tiang Airport
SXU,Soddu Airport
SXV,Salem Airport
SXW,Sauren Airport
SXX,São Félix do Xingu Airport
SXY,Sidney Municipal Airport
SXZ,Siirt Airport
SYA,Eareckson Air Station
SYB,Seal Bay Seaplane Base
SYC,Shiringayoc Airport
SYD,Sydney Airport
SYE,Saadah Airport
SYF,Silva Bay Seaplane Base
SYI,Shelbyville Municipal Airport
SYJ,Sirjan Airport
SYK,Stykkishólmur Airport
SYM,Pu'er Simao Airport
SYN,Stanton Airfield
SYO,Shonai Airport
SYP,Ruben Cantu Airport
SYQ,Tobías Bolaños International Airport
SYR,Syracuse Hancock International Airport
SYS,Saskylakh Airport
SYT,Saint-Yan Airport
SYU,Warraber Island Airport
SYV,Sylvester Airport
SYW,Sehwan Sharif Airport
SYX,Sanya Phoenix International Airport
SYY,Stornoway Airport
SYZ,Shiraz International Airport
SZA,Soyo Airport
SZB,Sultan Abdul Aziz Shah Airport
SZE,Semera Airport
SZF,Samsun-Çarşamba Airport
SZG,Salzburg Airport
SZI,Zaysan Airport
SZJ,Siguanea Airport
SZK,Skukuza Airport
SZL,Whiteman Air Force Base
SZM,Sesriem Airport
SZN,Santa Cruz Island Airport
SZP,Santa Paula Airport
SZR,Stara Zagora Airport
SZS,Ryan's Creek Aerodrome
SZU,Ségou Airport
SZV,Suzhou Guangfu Airport
SZW,Schwerin-Parchim International Airport
SZX,Shenzhen Bao'an International Airport
SZY,Olsztyn-Mazury Regional Airport
SZZ,"""Solidarity"" Szczecin–Goleniów Airport"
TAA,Tarapaina Airport
TAB,Arthur Napoleon Raymond Robinson International Airport
TAC,Daniel Z. Romualdez Airport
TAD,Perry Stokes Airport
TAE,Daegu International Airport
TAF,Oran Tafaraoui Airport
TAG,Bohol–Panglao International Airport
TAH,Whitegrass Airport
TAI,Taiz International Airport
TAJ,Tadji Airport
TAK,Takamatsu Airport
TAL,Ralph M. Calhoun Memorial Airport
TAM,General Francisco Javier Mina International Airport
TAN,Tangalooma Airport
TAO,Qingdao Liuting International Airport
TAP,Tapachula International Airport
TAQ,Tarcoola Airport
TAR,Taranto-Grottaglie Airport
TAS,Tashkent International Airport
TAT,Poprad–Tatry Airport
TAU,Tauramena Airport
TAV,Tau Airport
TAW,Tacuarembó Airport
TAX,Taliabu Airport
TAY,Tartu Airport
TAZ,Daşoguz Airport
TBA,Tabibuga Airport
TBB,Dong Tac Airport
TBC,Tuba City Airport
TBD,Timbiquí Airport
TBE,Timbunke Airport
TBF,Tabiteuea North Airport
TBG,Tabubil Airport
TBH,Tugdan Airport
TBI,New Bight Airport
TBJ,Tabarka–Aïn Draham International Airport
TBK,Timber Creek Airport
TBL,Tableland Homestead Airport
TBM,Tumbang Samba Airport
TBN,Waynesville-St. Robert Regional Airport
TBO,Tabora Airport
TBP,Cap. FAP Pedro Canga Rodríguez Airport
TBQ,Tarabo Airport
TBR,Statesboro–Bulloch County Airport
TBS,Tbilisi International Airport
TBT,Tabatinga International Airport
TBU,Fuaʻamotu International Airport
TBV,Tabal Airport
TBW,Tambov Donskoye Airport
TBY,Tshabong Airport
TBZ,Tabriz International Airport
TCA,Tennant Creek Airport
TCB,Treasure Cay Airport
TCC,Tucumcari Municipal Airport
TCD,Tarapacá Airport
TCE,Tulcea Danube Delta Airport
TCF,Tocoa Airport
TCG,Tacheng Airport
TCH,Tchibanga Airport
TCI[1],1
TCJ,Torembi Airport
TCK,Tinboli Airport
TCL,Tuscaloosa Regional Airport
TCM,McChord Field
TCN,Tehuacán Airport
TCO,La Florida Airport
TCP,Taba International Airport
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport
TCR,Tuticorin Airport
TCS,Truth or Consequences Municipal Airport
TCT,Takotna Airport
TCU,Thaba Nchu Airport
TCW,Tocumwal Airport
TCX,Tabas Airport
TCY,Terrace Bay Airport
TCZ,Tengchong Tuofeng Airport
TDA,Trinidad Airport
TDB,Tetebedi Airport
TDD,Teniente Jorge Henrich Arauz Airport
TDG,Tandag Airport
TDJ,Tadjoura Airport
TDK,Taldykorgan Airport
TDL,Tandil Airport
TDN,Theda Station Airport
TDO,South Lewis County Airport
TDP,Trompeteros Airport
TDR,Theodore Airport
TDS,Sasereme Airport
TDT,Tanda Tula Airport
TDV,Samangoky Airport
TDW,Tradewind Airport
TDX,Trat Airport
TDZ,Toledo Executive Airport
TEA,Tela Airport
TEB,Teterboro Airport
TEC,Telêmaco Borba Airport
TED,Thisted Airport
TEE,Cheikh Larbi Tébessi Airport
TEF,Telfer Airport
TEG,Tenkodogo Airport
TEH,Tetlin Airport
TEI,Tezu Airport
TEK,Tatitlek Airport
TEL,Telupid Airport
TEM,Temora Airport
TEN,Tongren Fenghuang Airport
TEO,Terapo Airport
TEP,Teptep Airport
TEQ,Tekirdağ Çorlu Airport
TER,Lajes Field
TES,Teseney Airport
TET,Chingozi Airport
TEU,Te Anau Airport
TEV,Teruel Airport
TEX,Telluride Regional Airport
TEY,Thingeyri Airport
TEZ,Tezpur Airport
TFB,Tifalmin Airport
TFF,Tefé Airport
TFI,Tufi Airport
TFL,Teófilo Otoni Airport
TFM,Telefomin Airport
TFN,Tenerife–North Airport
TFR,Wadi al Jandali Airport
TFS,Tenerife–South Airport
TFT,Taftan Airport
TFU,Chengdu Tianfu International Airport
TGA,Tengah Air Base
TGB,Tagbita Airport
TGC,Tanjung Manis Airport
TGD,Podgorica Airport
TGE,Sharpe Field
TGG,Sultan Mahmud Airport
TGH,Tongoa Airport
TGI,Tingo María Airport
TGJ,Tiga Airport
TGK,Taganrog Airport
TGL,Tagula Airport
TGM,Târgu Mureș International Airport
TGN,Latrobe Regional Airport
TGO,Tongliao Airport
TGP,Podkamennaya Tunguska Airport
TGQ,Tangará da Serra Airport
TGR,Sidi Mahdi Airport
TGS,Chokwe Airport
TGT,Tanga Airport
TGU,Toncontín International Airport
TGV,Targovishte Airport
TGZ,Ángel Albino Corzo International Airport
THA,Tullahoma Regional Airport
THB,Thaba Tseka Airport
THC,Tchien Airport
THD,Tho Xuan Airport
THE,Teresina–Senador Petrônio Portella Airport
THG,Thangool Airport
THH,Taharoa Aerodrome
THI,Tichitt Airport
THK,Thakhek Airport
THL,Tachilek Airport
THM,Thompson Falls Airport
THN,Trollhättan–Vänersborg Airport
THO,Thorshofn Airport
THP,Hot Springs County–Thermopolis Municipal Airport
THQ,Tianshui Maijishan Airport
THR,Mehrabad International Airport
THS,Sukhothai Airport
THT,Tamchakett Airport
THU,Thule Air Base
THV,York Airport
THW,Trincomalee Harbour Seaplane Base
THX,Turukhansk Airport
THY,P.R. Mphephu Airport
THZ,Tahoua Airport
TIA,Tirana International Airport Nënë Tereza
TIB,Tibú Airport
TIC,Tinak Airport
TID,Abdelhafid Boussouf Bou Chekif Airport
TIE,Tippi Airport
TIF,Ta'if Regional Airport
TIG,Tingwon Airport
TIH,Tikehau Airport
TII,Tarinkot Airport
TIJ,Tijuana International Airport
TIK,Tinker Air Force Base
TIL,Cheadle Airport
TIM,Mozes Kilangin Airport
TIN,Tindouf Airport
TIO,Tilin Airport
TIP,Tripoli International Airport
TIQ,Tinian International Airport
TIR,Tirupati Airport
TIU,Richard Pearse Airport
TIV,Tivat Airport
TIW,Tacoma Narrows Airport
TIX,Space Coast Regional Airport
TIY,Tidjikja Airport
TIZ,Tari Airport
TJA,Capitán Oriel Lea Plaza Airport
TJB,Sei Bati Airport
TJC,Ticantiquí Airport
TJG,Warukin Airport
TJH,Tajima Airport
TJI,Trujillo Airport
TJK,Tokat Airport
TJL,Plínio Alarcom Airport
TJM,Roshchino International Airport
TJN,Takume Airport
TJQ,H.A.S. Hanandjoeddin Airport
TJS,Tanjung Harapan Airport
TJU,Kulob Airport
TJV,Thanjavur Air Force Station
TKA,Talkeetna Airport
TKB,Tekadu Airport
TKC,Tiko Airport
TKD,Takoradi Airport
TKE,Tenakee Seaplane Base
TKF,Truckee Tahoe Airport
TKG,Radin Inten II Airport
TKH,Takhli Royal Thai Air Force Base
TKI,Tokeen Seaplane Base
TKJ,Tok Junction Airport
TKK,Chuuk International Airport
TKL,Taku Lodge Seaplane Base
TKN,Tokunoshima Airport
TKO,Tlokoeng Airport
TKP,Takapoto Airport
TKQ,Kigoma Airport
TKR,Thakurgaon Airport
TKS,Tokushima Airport
TKT,Tak Airport
TKU,Turku Airport
TKV,Tatakoto Airport
TKW,Tekin Airport
TKX,Takaroa Airport
TKY,Turkey Creek Airport
TKZ,Tokoroa Aerodrome
TLA,Teller Airport
TLB,Tarbela Dam Airport
TLC,Licenciado Adolfo López Mateos International Airport
TLD,Tuli Lodge Airport
TLE,Toliara Airport
TLF,Telida Airport
TLG,Tulaghi Heliport
TLH,Tallahassee International Airport
TLI,Sultan Bantilan Airport
TLJ,Tatalina LRRS Airport
TLK,Talakan Airport
TLL,Tallinn Airport
TLM,Zenata – Messali El Hadj Airport
TLN,Toulon–Hyères Airport
TLO,Tol Airport
TLP,Tumolbil Airport
TLQ,Turpan Jiaohe Airport
TLR,Mefford Field Airport
TLS,Toulouse–Blagnac Airport
TLT,Tuluksak Airport
TLU,Golfo de Morrosquillo Airport
TLV,Ben Gurion Airport
TLW,Talasea Airport
TLX,Panguilemo Airport
TLY,Plastun Airport
TLZ,Catalão Airport
TMA,Henry Tift Myers Airport
TMB,Miami Executive Airport
TMC,Tambolaka Airport
TMD,Timbedra Airport
TME,Gabriel Vargas Santos Airport
TMF,Thimarafushi Airport
TMG,Tommanggong Airport
TMH,Tanah Merah Airport
TMI,Tumlingtar Airport
TMJ,Termez Airport
TMK,Tam Kỳ Airport
TML,Tamale Airport
TMM,Toamasina Airport
TMN,Tamana Airport
TMO,Tumeremo Airport
TMP,Tampere–Pirkkala Airport
TMQ,Tambao Airport
TMR,Aguenar – Hadj Bey Akhamok Airport
TMS,São Tomé International Airport
TMT,Porto Trombetas Airport
TMU,Tambor Airport
TMW,Tamworth Airport
TMX,Timimoun Airport
TMY,Tiom Airport
TMZ,Thames Aerodrome
TNA,Jinan Yaoqiang International Airport
TNB,Tanah Grogot Airport
TNC,Tin City LRRS Airport
TND,Alberto Delgado Airport
TNE,New Tanegashima Airport
TNF,Toussus-le-Noble Airport
TNG,Tangier Ibn Battouta Airport
TNH,Tonghua Sanyuanpu Airport
TNI,Satna Airport
TNJ,Raja Haji Fisabilillah Airport
TNK,Tununak Airport
TNL,Ternopil International Airport
TNM,Teniente R. Marsh Airport
TNN,Tainan Airport
TNO,Tamarindo Airport
TNP,Twentynine Palms Airport
TNQ,Teraina Airport
TNR,Ivato International Airport
TNS,Tungsten (Cantung) Airport
TNT,Dade-Collier Training and Transition Airport
TNU,Newton Municipal Airport
TNV,Tabuaeran Island Airport
TNW,Jumandy Airport
TNX,Steung Treng Airport
TNZ,Tosontsengel Airport
TOA,Zamperini Field
TOB,Tobruk Airport
TOC,Toccoa Airport
TOD,Tioman Airport
TOE,Tozeur–Nefta International Airport
TOF,Bogashevo Airport
TOG,Togiak Airport
TOH,Torres Airport
TOI,Troy Municipal Airport
TOJ,Madrid–Torrejón Airport
TOK,Torokina Airport
TOL,Toledo Express Airport
TOM,Timbuktu Airport
TON,Tonu Airport
TOO,San Vito de Java Airport
TOP,Philip Billard Municipal Airport
TOQ,Barriles Airport
TOR,Torrington Municipal Airport
TOS,"Tromsø Airport, Langnes"
TOT,Totness Airstrip
TOU,Touho Airport
TOV,West End Seaplane Base
TOW,Luiz dal Canalle Filho Airport
TOX,Tobolsk Airport
TOY,Toyama Airport
TOZ,Mahana Airport
TPA,Tampa International Airport
TPC,Tarapoa Airport
TPE,Taiwan Taoyuan International Airport
TPF,Peter O. Knight Airport
TPG,Taiping Airport
TPH,Tonopah Airport
TPI,Tapini Airport
TPJ,Taplejung Airport
TPK,Teuku Cut Ali Airport
TPL,Draughon–Miller Central Texas Regional Airport
TPN,Tiputini Airport
TPP,Cad. FAP Guillermo del Castillo Paredes Airport
TPQ,Amado Nervo International Airport
TPR,Tom Price Airport
TPS,Vincenzo Florio Airport Trapani–Birgi
TPT,Tapeta Airport
TPU,Tikapur Airport
TPX,Tupai Airport
TQD,Al-Taqaddum Air Base
TQL,Tarko-Sale Airport
TQN,Taloqan Airport
TQP,Trepell Airport
TQQ,Maranggo Airport
TQS,Captain Ernesto Esguerra Cubides Air Base
TRA,Tarama Airport
TRB,Gonzalo Mejía Airport
TRC,Francisco Sarabia International Airport
TRD,"Trondheim Airport, Værnes"
TRE,Tiree Airport
TRF,"Sandefjord Airport, Torp"
TRG,Tauranga Airport
TRH,Trona Airport
TRI,Tri-Cities Regional Airport
TRJ,Tarakbits Airport
TRK,Juwata International Airport
TRL,Terrell Municipal Airport
TRM,Jacqueline Cochran Regional Airport
TRN,Turin Airport
TRO,Taree Airport
TRQ,José Galera dos Santos Airport
TRR,China Bay Airport
TRS,Trieste – Friuli Venezia Giulia Airport
TRU,FAP Captain Carlos Martínez de Pinillos International Airport
TRV,Trivandrum International Airport
TRW,Bonriki International Airport
TRX,Trenton Municipal Airport
TRY,Tororo Airport
TRZ,Tiruchirappalli International Airport
TSA,Taipei Songshan Airport
TSB,Tsumeb Airport
TSC,Taisha Airport
TSD,Tshipise Airport
TSE,Astana International Airport
TSF,Treviso-Sant'Angelo Airport
TSG,Tanacross Airport
TSH,Tshikapa Airport
TSI,Tsile Tsile Airport
TSJ,Tsushima Airport
TSK,Taskul Airport
TSL,Tamuín National Airport
TSM,Taos Regional Airport
TSN,Tianjin Binhai International Airport
TSP,Tehachapi Municipal Airport
TSQ,Torres Airport
TSR,Timișoara Traian Vuia International Airport
TST,Trang Airport
TSU,Tabiteuea South Airport
TSV,Townsville Airport
TSW,Tsewi Airport
TSY,Tasikmalaya Airport
TSX,Tanjung Santan Airport
TSZ,Tsetserleg Airport
TTA,Tan Tan Airport
TTB,Tortolì Airport
TTC,Las Breas Airport
TTD,Portland–Troutdale Airport
TTE,Sultan Babullah Airport
TTG,"Tartagal ""General Enrique Mosconi"" Airport"
TTH,RAFO Thumrait
TTI,Tetiaroa Airport
TTJ,Tottori Airport
TTL,Turtle Island Seaplane Base
TTM,Tablón de Tamará Airport
TTN,Trenton–Mercer Airport
TTO,Britton Municipal Airport
TTQ,Tortuguero Airport
TTR,Pongtiku Airport
TTS,Tsaratanana Airport
TTT,Taitung Airport
TTU,Sania Ramel Airport
TTW,Tissa Tank Waterdrome
TTX,Truscott-Mungalalu Airport
TUA,Teniente Coronel Luis a Mantilla International Airport
TUB,Tubuai – Mataura Airport
TUC,Teniente General Benjamín Matienzo International Airport
TUD,Tambacounda Airport
TUF,Tours Val de Loire Airport
TUG,Tuguegarao Airport
TUI,Turaif Domestic Airport
TUJ,Tum Airport
TUK,Turbat International Airport
TUL,Tulsa International Airport
TUM,Tumut Airport
TUN,Tunis–Carthage International Airport
TUO,Taupo Airport
TUP,Tupelo Regional Airport
TUQ,Tougan Airport
TUR,Tucuruí Airport
TUS,Tucson International Airport
TUT,Tauta Airport
TUU,Tabuk Regional Airport
TUV,San Rafael Airport
TUW,Tubala Airport
TUX,Tumbler Ridge Airport
TUY,Tulum Airport
TUZ,Tucumã Airport
TVA,Morafenobe Airport
TVC,Cherry Capital Airport
TVF,Thief River Falls Regional Airport
TVI,Thomasville Regional Airport
TVL,Lake Tahoe Airport
TVS,Tangshan Sannühe Airport
TVU,Matei Airport
TVY,Dawei Airport
TWA,Twin Hills Airport
TWB,Toowoomba City Aerodrome
TWD,Jefferson County International Airport
TWE,Taylor Airport
TWF,Magic Valley Regional Airport
TWN,Tewantin Airport
TWP,Torwood Airport
TWT,Sanga-Sanga Airport
TWU,Tawau Airport
TWY,Tawa Airport
TWZ,Pukaki Airport
TXF,Teixeira de Freitas Airport
TXK,Texarkana Regional Airport
TXL,Berlin Tegel Airport
TXM,Teminabuan Airport
TXN,Huangshan Tunxi International Airport
TXR,Tanbar Airport
TXU,Tabou Airport
TYA,Klokovo Airport
TYB,Tibooburra Airport
TYD,Tynda Airport
TYE,Tyonek Airport
TYF,Torsby Airport
TYG,Thylungra Airport
TYL,Capitán FAP Víctor Montes Arias International Airport
TYM,Staniel Cay Airport
TYN,Taiyuan Wusu International Airport
TYO[1],2
TYP,Tobermorey Airport
TYR,Tyler Pounds Regional Airport
TYS,McGhee Tyson Airport
TYT,Treinta y Tres Airport
TYZ,Taylor Airport
TZA,Belize City Municipal Airport
TZC,Tuscola Area Airport
TZL,Tuzla International Airport
TZM,Cupul National Airport
TZN,South Andros Airport
TZO,Tsimiroro Airport
TZX,Trabzon Airport
UAB,Incirlik Air Base
UAC,San Luis Río Colorado Airport
UAE,Mount Aue Airport
UAH,Ua Huka Airport
UAI,Suai Airport
UAK,Narsarsuaq Airport
UAL,Luau Airport
UAM,Andersen Air Force Base
UAP,Ua Pou Airport
UAQ,Domingo Faustino Sarmiento Airport
UAR,Bouarfa Airport
UAS,Samburu Airport
UAX,Uaxactun Airport
UBA,Mário de Almeida Franco Airport
UBB,Mabuiag Island Airport
UBI,Buin Airport
UBJ,Yamaguchi Ube Airport
UBP,Ubon Ratchathani Airport
UBR,Ubrub Airport
UBS,Columbus-Lowndes County Airport
UBT,Ubatuba Airport
UBU,Kalumburu Airport
UCB,Ulanqab Airport
UCC,Yucca Airstrip
UCE,Eunice Airport
UCK,Lutsk Airport
UCN,Buchanan Airport
UCT,Ukhta Airport
UCY,Everett–Stewart Regional Airport
UDA,Undara Airport
UDD,Bermuda Dunes Airport
UDE,Volkel Air Base
UDI,Ten. Cel. Av. César Bombonato Airport
UDJ,Uzhhorod International Airport
UDN,Campoformido Airport
UDR,Maharana Pratap Airport
UEE,Queenstown Airport
UEL,Quelimane Airport
UEN,Urengoy Airport
UEO,Kumejima Airport
UES,Waukesha County Airport
UET,Quetta International Airport
UFA,Ufa International Airport
UGA,Bulgan Airport
UGB,Ugashik Bay Airport
UGC,Urgench International Airport
UGI,San Juan (Uganik) Seaplane Base
UGN,Waukegan National Airport
UGO,Uíge Airport
UGS,Ugashik Airport
UGT,Bulagtai Airport
UGU,Bilogai Airport
UHE,Kunovice Airport
UIB,El Caraño Airport
UIH,Phu Cat Airport
UII,Útila Airport
UIK,Ust-Ilimsk Airport
UIL,Quillayute Airport
UIN,Quincy Regional Airport
UIO,Mariscal Sucre International Airport
UIP,Quimper–Cornouaille Airport
UIQ,Quoin Hill Airfield
UIR,Quirindi Airport
UIT,Jaluit Airport
UJE,Ujae Airport
UJN,Uljin Airport
UJU,Uiju Airfield
UKA,Ukunda Airport
UKB,Kobe Airport
UKG,Ust-Kuyga Airport
UKH,Mukhaizna Airport
UKI,Ukiah Municipal Airport
UKK,Oskemen Airport
UKN,Waukon Municipal Airport
UKR,Mukeiras Airport
UKS,Sevastopol International Airport
UKT,Quakertown Airport
UKU,Nuku Airport
UKX,Ust-Kut Airport
ULA,Capitán José Daniel Vazquez Airport
ULB,Ulei Airport
ULD,Ulundi Airport
ULE,Sule Airport
ULG,Ölgii Airport
ULH,Prince Abdul Majeed bin Abdulaziz Domestic Airport
ULI,Ulithi Airport
ULK,Lensk Airport
ULL,Glenforsa Airfield
ULM,New Ulm Municipal Airport
ULN,Chinggis Khaan International Airport
ULO,Ulaangom Airport
ULP,Quilpie Airport
ULQ,Heriberto Gíl Martínez Airport
ULS,Mulatos Airport
ULU,Gulu Airport
ULV,Ulyanovsk Baratayevka Airport
ULX,Ulusaba Airstrip
ULY,Ulyanovsk Vostochny Airport
ULZ,Donoi Airport
UMA,Punta de Maisí Airport
UMC,Umba Airport
UMD,Uummannaq Heliport
UME,Umeå Airport
UMI,Quince Mil Airport
UMM,Summit Airport
UMR,RAAF Woomera Airfield
UMS,Ust-Maya Airport
UMT,Umiat Airport
UMU,Orlando de Carvalho Airport
UMY,Sumy Airport
UNA,Una-Comandatuba Airport
UNC,Unguía Airport
UND,Kunduz Airport
UNE,Qacha's Nek Airport
UNG,Kiunga Airport
UNI,Union Island Airport
UNK,Unalakleet Airport
UNN,Ranong Airport
UNR,Öndörkhaan Airport
UNT,Unst Airport
UNU,Dodge County Airport
UOA,Mururoa Airport
UOL,Pogogul Airport
UOS,Franklin County Airport
UOX,University-Oxford Airport
UPB,Playa Baracoa Airport
UPG,Sultan Hasanuddin International Airport
UPL,Upala Airport
UPN,Ignacio López Rayón International Airport
UPP,Upolu Airport
UPR,Upiara Airport
UPV,RAF Upavon
URA,Oral Ak Zhol Airport
URB,Castilho Airport
URC,Ürümqi Diwopu International Airport
URD,Burg Feuerstein Airport
URE,Kuressaare Airport
URG,Rubem Berta International Airport
URI,Uribe Airport
URJ,Uray Airport
URM,Uriman Airport
URN,Urgun Airport
URO,Rouen Airport
URR,Urrao Airport
URS,Kursk Vostochny Airport
URT,Surat Thani Airport
URU,Uroubi Airport
URY,Gurayat Domestic Airport
URZ,Uruzgan Airport
USA,Concord Regional Airport
USC,Union County Airport/Troy Shelton Field
USH,Ushuaia – Malvinas Argentinas International Airport
USI,Mabaruma Airport
USK,Usinsk Airport
USL,Useless Loop Airport
USM,Samui Airport
USN,Ulsan Airport
USO,Usino Airport
USQ,Uşak Airport
USR,Ust-Nera Airport
USS,Sancti Spíritus Airport
UST,Northeast Florida Regional Airport
USU,Francisco B. Reyes Airport
UTA,Mutare Airport
UTB,Muttaburra Airport
UTC,Soesterberg Air Base
UTD,Nutwood Downs Airport
UTG,Quthing Airport
UTH,Udon Thani International Airport
UTI,Utti Airport
UTK,Utirik Airport
UTM,Tunica Municipal Airport
UTN,Upington Airport
UTO,Indian Mountain LRRS Airport
UTP,U-Tapao International Airport
UTS,Ust-Tsilma Airport
UTT,Mthatha Airport
UTU,Ustupo Airport
UTW,Queenstown Airport
UUA,Bugulma Airport
UUD,Baikal International Airport
UUK,Ugnu-Kuparuk Airport
UUN,Baruun-Urt Airport
UUS,Yuzhno-Sakhalinsk Airport
UUU,Manumu Airport
UVA,Garner Field
UVE,Ouvéa Airport
UVF,Hewanorra International Airport
UVI,União da Vitória Airport
UVL,El Kharga Airport
UVO,Uvol Airport
UYL,Nyala Airport
UYN,Yulin Yuyang Airport
UYU,Uyuni Airport
UZC,Užice-Ponikve Airport
UZM,Hope Bay Aerodrome
UZR,Urzhar Airport
UZU,Curuzú Cuatiá Airport
VAA,Vaasa Airport
VAB,Yavarate Airport
VAC,Varrelbusch Airport
VAD,Moody Air Force Base
VAF,Valence-Chabeuil Airport
VAG,Major Brigadeiro Trompowsky Airport
VAH,Cap. Av. Vidal Villagomez Toledo Airport
VAI,Vanimo Airport
VAK,Chevak Airport
VAL,Valença Airport
VAM,Villa International Airport
VAN,Van Ferit Melen Airport
VAO,Suavanao Airport
VAP,Rodelillo Airfield
VAR,Varna Airport
VAS,Sivas Airport
VAT,Vatomandry Airport
VAU,Vatukoula Airport
VAV,Vavaʻu International Airport
VAW,"Vardø Airport, Svartnes"
VBA,Ann Airport
VBC,Mandalay Chanmyathazi Airport
VBG,Vandenberg Air Force Base
VBP,Bokpyin Airport
VBS,Brescia Airport
VBV,Vanuabalavu Airport
VBY,Visby Airport
VCA,Can Tho International Airport
VCD,Victoria River Downs Airport
VCE,Venice Marco Polo Airport
VCF,Valcheta Airport
VCH,Vichadero Airport
VCL,Chu Lai International Airport
